Country,CustomerID,InvoiceDate,InvoiceNo,Number_article,Price,Recency
United Kingdom,14326.0,2011-04-11 15:04:00,549719.0,8.0,183.85000000000002,241.0
United Kingdom,14606.0,2011-04-11 15:25:00,549720.0,33.0,142.83999999999997,241.0
EIRE,14911.0,2011-04-11 15:35:00,549721.0,12.0,254.12000000000006,241.0
United Kingdom,17236.0,2011-04-11 15:59:00,549722.0,15.0,118.45000000000002,241.0
United Kingdom,17799.0,2011-04-11 16:15:00,549728.0,16.0,112.85999999999999,241.0
United Kingdom,13634.0,2011-04-11 16:17:00,549729.0,35.0,263.41,241.0
United Kingdom,15867.0,2011-04-11 16:35:00,549730.0,33.0,217.13999999999996,241.0
United Kingdom,15615.0,2011-04-11 16:47:00,549732.0,32.0,758.92,241.0
United Kingdom,17827.0,2011-04-11 16:56:00,549733.0,44.0,312.01000000000005,241.0
United Kingdom,16409.0,2011-04-11 17:12:00,549734.0,70.0,532.0,241.0
United Kingdom,13824.0,2011-04-12 08:42:00,549735.0,14.0,659.3000000000001,241.0
United Kingdom,13599.0,2011-04-12 09:02:00,549736.0,8.0,173.01,241.0
United Kingdom,13599.0,2011-04-12 09:03:00,549737.0,7.0,158.79999999999998,241.0
United Kingdom,15935.0,2011-04-12 09:35:00,549739.0,1.0,308.82,241.0
United Kingdom,15981.0,2011-04-12 09:49:00,549740.0,12.0,520.8,241.0
United Kingdom,13655.0,2011-04-12 09:53:00,549741.0,21.0,383.65000000000003,241.0
United Kingdom,12910.0,2011-04-12 10:01:00,549742.0,23.0,720.22,241.0
United Kingdom,16186.0,2011-04-12 10:05:00,549743.0,28.0,392.40999999999997,241.0
United Kingdom,15240.0,2011-04-12 10:30:00,549744.0,8.0,316.20000000000005,241.0
United Kingdom,13577.0,2011-04-12 10:33:00,549745.0,20.0,356.75,241.0
United Kingdom,15251.0,2011-04-12 10:38:00,549746.0,30.0,2846.02,241.0
United Kingdom,17428.0,2011-04-12 10:41:00,549747.0,4.0,614.0,241.0
United Kingdom,17428.0,2011-04-12 10:42:00,549748.0,5.0,497.82,241.0
United Kingdom,12928.0,2011-04-12 10:45:00,549749.0,21.0,387.69999999999993,241.0
United Kingdom,18109.0,2011-04-12 10:48:00,549750.0,12.0,113.25,241.0
United Kingdom,13089.0,2011-04-12 10:58:00,549751.0,18.0,737.4200000000001,241.0
United Kingdom,13089.0,2011-04-12 11:01:00,549752.0,4.0,50.0,241.0
United Kingdom,13700.0,2011-04-12 11:32:00,549754.0,22.0,314.52000000000004,241.0
United Kingdom,16843.0,2011-04-12 11:34:00,549755.0,9.0,394.56000000000006,241.0
United Kingdom,14111.0,2011-04-12 11:36:00,549756.0,2.0,94.2,241.0
United Kingdom,14669.0,2011-04-12 11:43:00,549771.0,60.0,427.53999999999996,241.0
United Kingdom,13268.0,2011-04-12 11:58:00,549787.0,24.0,180.43,241.0
United Kingdom,17160.0,2011-04-12 12:00:00,549789.0,48.0,611.91,241.0
United Kingdom,16172.0,2011-04-12 12:02:00,549790.0,16.0,199.38,241.0
United Kingdom,17972.0,2011-04-12 12:16:00,549813.0,31.0,136.04,241.0
Belgium,12463.0,2011-04-12 12:47:00,549825.0,20.0,350.57,241.0
United Kingdom,15044.0,2011-04-12 12:53:00,549826.0,24.0,440.5,240.0
United Kingdom,15044.0,2011-04-12 12:56:00,549828.0,2.0,25.080000000000002,240.0
United Kingdom,16713.0,2011-04-12 12:56:00,549829.0,20.0,341.00000000000006,240.0
United Kingdom,17811.0,2011-04-12 13:01:00,549830.0,9.0,117.83,240.0
United Kingdom,14844.0,2011-04-12 13:10:00,549831.0,40.0,874.55,240.0
United Kingdom,17278.0,2011-04-12 13:10:00,549832.0,15.0,246.04000000000002,240.0
United Kingdom,13458.0,2011-04-12 13:19:00,549833.0,37.0,1015.14,240.0
United Kingdom,16672.0,2011-04-12 13:20:00,549834.0,4.0,302.4,240.0
United Kingdom,17511.0,2011-04-12 13:24:00,549835.0,20.0,1444.6599999999999,240.0
United Kingdom,16814.0,2011-04-12 13:32:00,549836.0,16.0,180.85000000000002,240.0
United Kingdom,16705.0,2011-04-12 13:38:00,549837.0,20.0,1311.9,240.0
United Kingdom,16705.0,2011-04-12 13:39:00,549838.0,4.0,96.0,240.0
United Kingdom,15212.0,2011-04-12 13:45:00,549839.0,5.0,101.79999999999998,240.0
United Kingdom,15189.0,2011-04-12 13:52:00,549841.0,1.0,3.3,240.0
United Kingdom,14738.0,2011-04-12 13:55:00,549842.0,7.0,162.70000000000002,240.0
United Kingdom,13157.0,2011-04-12 14:04:00,549843.0,14.0,300.11999999999995,240.0
United Kingdom,12854.0,2011-04-12 14:17:00,549844.0,42.0,420.47,240.0
United Kingdom,16729.0,2011-04-12 14:22:00,549845.0,31.0,504.27000000000004,240.0
United Kingdom,15358.0,2011-04-12 14:43:00,549847.0,29.0,362.26,240.0
United Kingdom,16168.0,2011-04-12 14:58:00,549850.0,1.0,44.550000000000004,240.0
United Kingdom,16062.0,2011-04-12 15:08:00,549851.0,19.0,330.62,240.0
United Kingdom,14289.0,2011-04-12 15:08:00,549852.0,9.0,147.3,240.0
United Kingdom,16919.0,2011-04-12 15:23:00,549874.0,37.0,294.65999999999997,240.0
United Kingdom,15932.0,2011-04-12 15:30:00,549880.0,7.0,311.16,240.0
United Kingdom,14032.0,2011-04-12 15:30:00,549881.0,17.0,303.34000000000003,240.0
United Kingdom,17204.0,2011-04-12 15:32:00,549885.0,11.0,461.24999999999994,240.0
United Kingdom,17180.0,2011-04-12 16:17:00,549901.0,36.0,268.31,240.0
United Kingdom,14006.0,2011-04-12 16:17:00,549902.0,13.0,357.65,240.0
United Kingdom,17576.0,2011-04-12 16:19:00,549903.0,27.0,355.7699999999999,240.0
United Kingdom,17180.0,2011-04-12 16:20:00,549904.0,7.0,49.01,240.0
United Kingdom,14998.0,2011-04-12 16:28:00,549906.0,42.0,183.64,240.0
United Kingdom,13484.0,2011-04-12 16:30:00,549907.0,8.0,313.8,240.0
United Kingdom,15777.0,2011-04-12 16:43:00,549909.0,14.0,293.96,240.0
United Kingdom,16697.0,2011-04-12 17:12:00,549910.0,21.0,112.75000000000001,240.0
United Kingdom,14060.0,2011-04-13 08:26:00,549911.0,22.0,446.70000000000005,240.0
Channel Islands,14931.0,2011-04-13 09:32:00,549914.0,9.0,293.0,240.0
United Kingdom,18231.0,2011-04-13 09:32:00,549915.0,28.0,429.2500000000001,240.0
United Kingdom,13717.0,2011-04-13 09:39:00,549916.0,15.0,272.54,240.0
United Kingdom,16607.0,2011-04-13 09:42:00,549917.0,12.0,145.87,240.0
United Kingdom,17017.0,2011-04-13 09:48:00,549918.0,13.0,267.96000000000004,240.0
United Kingdom,18236.0,2011-04-13 09:52:00,549920.0,8.0,123.19999999999999,240.0
United Kingdom,13138.0,2011-04-13 09:59:00,549923.0,12.0,193.62000000000003,240.0
United Kingdom,16837.0,2011-04-13 10:10:00,549924.0,3.0,112.2,240.0
United Kingdom,16333.0,2011-04-13 10:12:00,549925.0,1.0,1119.3600000000001,240.0
United Kingdom,16333.0,2011-04-13 10:14:00,549926.0,2.0,725.76,240.0
United Kingdom,16684.0,2011-04-13 10:19:00,549927.0,21.0,3694.3599999999997,240.0
United Kingdom,16684.0,2011-04-13 10:20:00,549928.0,2.0,324.0,240.0
United Kingdom,13740.0,2011-04-13 10:32:00,549929.0,23.0,350.75,240.0
United Kingdom,13534.0,2011-04-13 10:40:00,549932.0,8.0,124.8,240.0
United Kingdom,15230.0,2011-04-13 11:04:00,549933.0,22.0,370.2,240.0
United Kingdom,15134.0,2011-04-13 11:05:00,549934.0,6.0,110.1,240.0
United Kingdom,15465.0,2011-04-13 11:29:00,549936.0,3.0,514.05,240.0
United Kingdom,15046.0,2011-04-13 11:40:00,549937.0,7.0,328.54999999999995,240.0
United Kingdom,13199.0,2011-04-13 11:42:00,549938.0,1.0,408.0,240.0
United Kingdom,16309.0,2011-04-13 11:46:00,549939.0,21.0,334.20000000000005,240.0
United Kingdom,13694.0,2011-04-13 11:48:00,549940.0,18.0,1357.63,240.0
United Kingdom,13694.0,2011-04-13 11:53:00,549941.0,1.0,81.6,240.0
United Kingdom,12971.0,2011-04-13 12:04:00,549942.0,2.0,136.20000000000002,240.0
United Kingdom,13544.0,2011-04-13 12:09:00,549943.0,49.0,122.91,240.0
United Kingdom,14262.0,2011-04-13 12:23:00,549944.0,16.0,240.0,240.0
United Kingdom,17819.0,2011-04-13 12:44:00,549946.0,3.0,189.83999999999997,240.0
United Kingdom,18260.0,2011-04-13 12:47:00,549947.0,19.0,451.58,240.0
United Kingdom,13208.0,2011-04-13 12:57:00,549949.0,35.0,205.27999999999997,239.0
United Kingdom,13134.0,2011-04-13 12:57:00,549951.0,24.0,500.2,239.0
Portugal,12766.0,2011-04-13 13:15:00,549953.0,56.0,1206.29,239.0
United Kingdom,13700.0,2011-04-13 13:25:00,549954.0,19.0,172.09,239.0
United Kingdom,14898.0,2011-04-13 13:42:00,549956.0,6.0,186.88,239.0
United Kingdom,13539.0,2011-04-13 13:45:00,549957.0,10.0,151.55,239.0
United Kingdom,17589.0,2011-04-13 13:47:00,549958.0,71.0,590.77,239.0
United Kingdom,16097.0,2011-04-13 13:47:00,549959.0,10.0,185.05,239.0
United Kingdom,16652.0,2011-04-13 13:51:00,549961.0,1.0,25.5,239.0
United Kingdom,13122.0,2011-04-13 14:12:00,549964.0,54.0,903.67,239.0
United Kingdom,16966.0,2011-04-13 14:17:00,549965.0,8.0,409.2,239.0
United Kingdom,16224.0,2011-04-13 14:17:00,549966.0,30.0,375.73999999999995,239.0
United Kingdom,17873.0,2011-04-13 14:21:00,549967.0,9.0,490.05000000000007,239.0
United Kingdom,13408.0,2011-04-13 14:24:00,549969.0,4.0,381.0,239.0
United Kingdom,15026.0,2011-04-13 14:25:00,549970.0,6.0,121.80000000000001,239.0
United Kingdom,13408.0,2011-04-13 14:25:00,549971.0,1.0,33.0,239.0
United Kingdom,13408.0,2011-04-13 14:27:00,549972.0,8.0,408.9,239.0
United Kingdom,17746.0,2011-04-13 14:31:00,549974.0,6.0,110.25000000000001,239.0
United Kingdom,16175.0,2011-04-13 14:38:00,549975.0,15.0,272.85999999999996,239.0
United Kingdom,15855.0,2011-04-13 14:39:00,549976.0,8.0,106.4,239.0
United Kingdom,14810.0,2011-04-13 14:54:00,549977.0,20.0,171.06,239.0
United Kingdom,14834.0,2011-04-13 15:00:00,549978.0,11.0,243.69,239.0
United Kingdom,17511.0,2011-04-13 15:06:00,549979.0,1.0,31.0,239.0
United Kingdom,14062.0,2011-04-13 15:36:00,549980.0,12.0,317.26,239.0
United Kingdom,16348.0,2011-04-13 15:49:00,549981.0,52.0,298.40999999999997,239.0
United Kingdom,17091.0,2011-04-13 15:52:00,549982.0,27.0,505.57,239.0
United Kingdom,16348.0,2011-04-13 15:55:00,549983.0,30.0,157.29,239.0
United Kingdom,15147.0,2011-04-13 15:57:00,549984.0,28.0,623.5,239.0
United Kingdom,15640.0,2011-04-13 15:58:00,549985.0,46.0,1103.73,239.0
United Kingdom,14367.0,2011-04-13 16:43:00,549988.0,25.0,431.65,239.0
United Kingdom,13221.0,2011-04-13 16:58:00,549989.0,31.0,349.25000000000006,239.0
United Kingdom,16678.0,2011-04-13 17:31:00,549990.0,10.0,147.3,239.0
United Kingdom,18229.0,2011-04-14 08:13:00,549991.0,8.0,348.4,239.0
United Kingdom,17669.0,2011-04-14 08:14:00,549992.0,7.0,516.0,239.0
United Kingdom,14057.0,2011-04-14 08:26:00,549993.0,11.0,349.43999999999994,239.0
United Kingdom,14057.0,2011-04-14 08:27:00,549994.0,2.0,41.6,239.0
United Kingdom,16131.0,2011-04-14 08:32:00,549995.0,24.0,1056.3600000000001,239.0
United Kingdom,15189.0,2011-04-14 08:45:00,549996.0,2.0,375.35999999999996,239.0
United Kingdom,15189.0,2011-04-14 08:46:00,549997.0,3.0,183.6,239.0
United Kingdom,17675.0,2011-04-14 08:49:00,549998.0,11.0,498.16,239.0
United Kingdom,15813.0,2011-04-14 09:09:00,549999.0,29.0,770.65,239.0
United Kingdom,17058.0,2011-04-14 09:18:00,550000.0,35.0,582.72,239.0
United Kingdom,17704.0,2011-04-14 09:28:00,550001.0,16.0,387.2900000000001,239.0
Germany,12709.0,2011-04-14 09:30:00,550002.0,2.0,68.0,239.0
United Kingdom,14428.0,2011-04-14 09:43:00,550003.0,4.0,127.07000000000001,239.0
Germany,12569.0,2011-04-14 09:56:00,550004.0,9.0,279.18,239.0
United Kingdom,17677.0,2011-04-14 09:58:00,550005.0,2.0,310.0,239.0
United Kingdom,17841.0,2011-04-14 10:10:00,550006.0,54.0,242.38999999999996,239.0
United Kingdom,15125.0,2011-04-14 10:13:00,550007.0,4.0,527.0,239.0
United Kingdom,15570.0,2011-04-14 10:17:00,550008.0,16.0,294.03999999999996,239.0
United Kingdom,17735.0,2011-04-14 10:54:00,550015.0,50.0,848.87,239.0
United Kingdom,15416.0,2011-04-14 10:54:00,550016.0,38.0,899.1900000000002,239.0
United Kingdom,17865.0,2011-04-14 11:07:00,550017.0,22.0,569.2000000000002,239.0
United Kingdom,17315.0,2011-04-14 11:19:00,550025.0,3.0,146.0,239.0
United Kingdom,17315.0,2011-04-14 11:28:00,550030.0,2.0,42.89999999999999,239.0
United Kingdom,13629.0,2011-04-14 11:32:00,550031.0,4.0,642.0,239.0
United Kingdom,15139.0,2011-04-14 11:39:00,550032.0,5.0,56.86,239.0
United Kingdom,15005.0,2011-04-14 11:45:00,550033.0,35.0,193.96,239.0
United Kingdom,16187.0,2011-04-14 11:48:00,550034.0,38.0,713.08,239.0
United Kingdom,15039.0,2011-04-14 11:48:00,550035.0,53.0,787.8399999999998,239.0
United Kingdom,17068.0,2011-04-14 12:00:00,550052.0,25.0,422.55,239.0
United Kingdom,14040.0,2011-04-14 12:00:00,550054.0,5.0,171.1,239.0
United Kingdom,14606.0,2011-04-14 12:01:00,550057.0,23.0,129.09,239.0
United Kingdom,16735.0,2011-04-14 12:12:00,550071.0,21.0,437.5600000000001,239.0
United Kingdom,13772.0,2011-04-14 12:31:00,550106.0,36.0,228.42000000000002,239.0
United Kingdom,17071.0,2011-04-14 12:35:00,550120.0,10.0,278.5,239.0
United Kingdom,15271.0,2011-04-14 12:38:00,550121.0,8.0,147.6,239.0
United Kingdom,12931.0,2011-04-14 12:39:00,550122.0,4.0,1488.0,239.0
United Kingdom,12853.0,2011-04-14 12:41:00,550124.0,16.0,328.1,239.0
United Kingdom,13317.0,2011-04-14 12:42:00,550125.0,23.0,444.62999999999994,239.0
United Kingdom,12853.0,2011-04-14 12:43:00,550126.0,6.0,129.5,239.0
United Kingdom,13001.0,2011-04-14 13:17:00,550129.0,18.0,636.45,238.0
United Kingdom,14390.0,2011-04-14 13:17:00,550130.0,56.0,503.33,238.0
United Kingdom,15935.0,2011-04-14 13:27:00,550131.0,11.0,108.03999999999999,238.0
United Kingdom,16933.0,2011-04-14 13:33:00,550132.0,20.0,224.73000000000002,238.0
United Kingdom,16249.0,2011-04-14 13:50:00,550134.0,22.0,814.8300000000002,238.0
United Kingdom,15769.0,2011-04-14 13:52:00,550135.0,2.0,1220.4,238.0
United Kingdom,16957.0,2011-04-14 13:56:00,550136.0,12.0,301.8,238.0
Germany,12477.0,2011-04-14 13:59:00,550137.0,57.0,2221.02,238.0
United Kingdom,12841.0,2011-04-14 14:02:00,550138.0,28.0,162.35,238.0
United Kingdom,16520.0,2011-04-14 14:14:00,550144.0,54.0,297.15999999999997,238.0
France,12637.0,2011-04-14 14:15:00,550145.0,31.0,669.2,238.0
United Kingdom,16882.0,2011-04-14 14:36:00,550148.0,14.0,205.8,238.0
United Kingdom,13069.0,2011-04-14 14:37:00,550149.0,21.0,330.34,238.0
United Kingdom,15230.0,2011-04-14 14:39:00,550150.0,1.0,59.400000000000006,238.0
United Kingdom,13089.0,2011-04-14 14:41:00,550151.0,1.0,140.25,238.0
United Kingdom,17362.0,2011-04-14 14:43:00,550152.0,23.0,162.23000000000002,238.0
United Kingdom,13069.0,2011-04-14 14:45:00,550154.0,3.0,103.25,238.0
United Kingdom,14198.0,2011-04-14 14:54:00,550155.0,12.0,183.29999999999998,238.0
United Kingdom,17381.0,2011-04-14 15:02:00,550156.0,4.0,501.12,238.0
United Kingdom,16393.0,2011-04-14 15:26:00,550157.0,19.0,128.25,238.0
United Kingdom,13989.0,2011-04-14 15:39:00,550158.0,23.0,896.67,238.0
United Kingdom,14062.0,2011-04-14 15:46:00,550159.0,14.0,1420.98,238.0
United Kingdom,17930.0,2011-04-14 15:46:00,550160.0,5.0,390.6,238.0
United Kingdom,14154.0,2011-04-14 15:58:00,550161.0,19.0,419.74,238.0
Germany,12569.0,2011-04-14 16:23:00,550162.0,9.0,168.54000000000002,238.0
United Kingdom,14154.0,2011-04-14 16:26:00,550163.0,33.0,925.88,238.0
United Kingdom,13590.0,2011-04-14 16:31:00,550164.0,8.0,301.42,238.0
United Kingdom,14206.0,2011-04-14 16:38:00,550167.0,20.0,328.15999999999997,238.0
United Kingdom,14482.0,2011-04-14 16:41:00,550169.0,15.0,238.1,238.0
United Kingdom,15235.0,2011-04-14 16:58:00,550173.0,9.0,186.5,238.0
Germany,12662.0,2011-04-14 17:25:00,550178.0,24.0,444.82,238.0
United Kingdom,15220.0,2011-04-14 17:29:00,550179.0,13.0,195.68,238.0
United Kingdom,14163.0,2011-04-14 17:33:00,550180.0,17.0,411.87,238.0
United Kingdom,18198.0,2011-04-14 17:44:00,550182.0,6.0,331.28000000000003,238.0
United Kingdom,14105.0,2011-04-14 17:58:00,550183.0,74.0,1266.23,238.0
United Kingdom,17601.0,2011-04-14 18:02:00,550184.0,9.0,116.00999999999999,238.0
United Kingdom,17142.0,2011-04-14 18:22:00,550185.0,15.0,578.9999999999999,238.0
United Kingdom,14051.0,2011-04-14 18:28:00,550186.0,8.0,504.3,238.0
Germany,13811.0,2011-04-14 18:40:00,550187.0,6.0,258.75,238.0
Switzerland,12457.0,2011-04-14 18:57:00,550188.0,23.0,669.25,238.0
United Kingdom,13230.0,2011-04-14 19:15:00,550189.0,23.0,233.12000000000003,238.0
United Kingdom,15135.0,2011-04-14 19:16:00,550190.0,9.0,139.04999999999998,238.0
United Kingdom,16806.0,2011-04-14 19:59:00,550191.0,21.0,241.29,238.0
Finland,12582.0,2011-04-15 08:45:00,550192.0,10.0,306.2,238.0
United Kingdom,13952.0,2011-04-15 09:27:00,550193.0,93.0,2042.7610000000002,238.0
United Kingdom,15270.0,2011-04-15 09:43:00,550194.0,8.0,300.25,238.0
United Kingdom,14796.0,2011-04-15 10:09:00,550196.0,64.0,425.93,238.0
United Kingdom,15581.0,2011-04-15 10:14:00,550197.0,4.0,39.6,238.0
United Kingdom,13120.0,2011-04-15 10:19:00,550198.0,1.0,30.599999999999998,238.0
United Kingdom,16523.0,2011-04-15 10:20:00,550199.0,18.0,397.5,238.0
United Kingdom,16523.0,2011-04-15 10:21:00,550200.0,2.0,64.2,238.0
Brazil,12769.0,2011-04-15 10:25:00,550201.0,32.0,1143.6,238.0
United Kingdom,13090.0,2011-04-15 10:27:00,550202.0,19.0,760.0999999999999,238.0
United Kingdom,13516.0,2011-04-15 11:06:00,550216.0,7.0,146.0,238.0
United Kingdom,14408.0,2011-04-15 11:15:00,550218.0,7.0,354.84,238.0
United Kingdom,13117.0,2011-04-15 11:31:00,550242.0,8.0,65.28,238.0
United Kingdom,18171.0,2011-04-15 11:36:00,550250.0,12.0,224.13999999999996,238.0
United Kingdom,14323.0,2011-04-15 11:44:00,550251.0,19.0,299.82,238.0
United Kingdom,13468.0,2011-04-15 11:47:00,550255.0,9.0,190.98000000000002,238.0
United Kingdom,13426.0,2011-04-15 12:05:00,550264.0,11.0,339.2,238.0
United Kingdom,17572.0,2011-04-15 12:10:00,550265.0,4.0,81.4,238.0
United Kingdom,18079.0,2011-04-15 12:14:00,550272.0,29.0,1612.83,238.0
United Kingdom,15498.0,2011-04-15 12:23:00,550274.0,23.0,344.40000000000003,238.0
United Kingdom,13993.0,2011-04-15 12:35:00,550275.0,15.0,278.22,238.0
United Kingdom,12989.0,2011-04-15 12:48:00,550276.0,3.0,277.56,238.0
Sweden,12639.0,2011-04-15 12:48:00,550277.0,22.0,486.1,238.0
United Kingdom,14700.0,2011-04-15 13:16:00,550279.0,40.0,721.55,237.0
United Kingdom,13048.0,2011-04-15 13:31:00,550280.0,37.0,462.31,237.0
Switzerland,12457.0,2011-04-15 13:48:00,550281.0,2.0,219.0,237.0
United Kingdom,16686.0,2011-04-15 13:56:00,550282.0,9.0,141.68,237.0
United Kingdom,18094.0,2011-04-15 14:05:00,550283.0,19.0,639.48,237.0
Belgium,12383.0,2011-04-15 14:10:00,550284.0,11.0,142.16,237.0
United Kingdom,15249.0,2011-04-15 14:14:00,550285.0,18.0,327.2,237.0
United Kingdom,15027.0,2011-04-15 14:14:00,550286.0,8.0,341.4,237.0
United Kingdom,14211.0,2011-04-15 14:15:00,550287.0,9.0,138.79000000000002,237.0
United Kingdom,17367.0,2011-04-15 14:21:00,550288.0,34.0,168.39999999999998,237.0
United Kingdom,13880.0,2011-04-15 14:32:00,550289.0,18.0,291.63,237.0
United Kingdom,15246.0,2011-04-15 14:45:00,550290.0,21.0,328.15,237.0
United Kingdom,13720.0,2011-04-15 15:17:00,550291.0,9.0,165.89999999999998,237.0
United Kingdom,14527.0,2011-04-15 15:31:00,550292.0,7.0,58.85,237.0
United Kingdom,13742.0,2011-04-15 15:54:00,550296.0,17.0,172.71999999999997,237.0
United Kingdom,14056.0,2011-04-15 15:58:00,550297.0,41.0,321.83,237.0
United Kingdom,17346.0,2011-04-15 16:11:00,550298.0,38.0,223.42,237.0
United Kingdom,17389.0,2011-04-15 16:46:00,550299.0,23.0,2945.4999999999995,237.0
United Kingdom,17243.0,2011-04-17 10:15:00,550301.0,18.0,345.05,236.0
EIRE,14156.0,2011-04-17 10:17:00,550302.0,25.0,446.74,236.0
United Kingdom,18213.0,2011-04-17 10:21:00,550303.0,15.0,232.48000000000002,236.0
United Kingdom,14092.0,2011-04-17 10:27:00,550304.0,17.0,311.38,236.0
United Kingdom,17920.0,2011-04-17 10:27:00,550305.0,25.0,417.92999999999995,236.0
United Kingdom,13854.0,2011-04-17 10:56:00,550307.0,4.0,308.64,236.0
United Kingdom,17029.0,2011-04-17 10:57:00,550308.0,1.0,358.0,236.0
United Kingdom,13220.0,2011-04-17 10:59:00,550309.0,1.0,83.4,236.0
United Kingdom,15985.0,2011-04-17 11:04:00,550310.0,27.0,899.58,236.0
United Kingdom,16728.0,2011-04-17 11:04:00,550311.0,29.0,102.44000000000001,236.0
United Kingdom,13089.0,2011-04-17 11:18:00,550312.0,17.0,379.32,236.0
France,12681.0,2011-04-17 11:21:00,550313.0,27.0,545.5699999999999,236.0
United Kingdom,16905.0,2011-04-17 11:30:00,550314.0,18.0,218.55,236.0
United Kingdom,17990.0,2011-04-17 11:44:00,550315.0,17.0,314.84,236.0
United Kingdom,16193.0,2011-04-17 11:45:00,550316.0,19.0,314.45000000000005,236.0
United Kingdom,15172.0,2011-04-17 11:56:00,550317.0,25.0,346.4,236.0
United Kingdom,16085.0,2011-04-17 12:25:00,550318.0,29.0,143.69,236.0
United Kingdom,14524.0,2011-04-17 12:37:00,550319.0,14.0,133.61,236.0
United Kingdom,12748.0,2011-04-17 12:37:00,550320.0,89.0,625.27,236.0
United Kingdom,16770.0,2011-04-17 12:49:00,550321.0,38.0,124.98,236.0
United Kingdom,14524.0,2011-04-17 12:53:00,550322.0,34.0,158.46999999999997,235.0
United Kingdom,13692.0,2011-04-17 12:57:00,550323.0,31.0,856.63,235.0
United Kingdom,12997.0,2011-04-17 13:02:00,550324.0,18.0,302.92,235.0
United Kingdom,15745.0,2011-04-17 13:04:00,550325.0,18.0,302.8500000000001,235.0
United Kingdom,14532.0,2011-04-17 13:05:00,550326.0,20.0,140.55,235.0
United Kingdom,12878.0,2011-04-17 13:07:00,550327.0,28.0,539.81,235.0
United Kingdom,17582.0,2011-04-17 13:18:00,550328.0,29.0,175.27,235.0
United Kingdom,13951.0,2011-04-17 13:20:00,550329.0,20.0,303.49,235.0
United Kingdom,15827.0,2011-04-17 13:27:00,550330.0,3.0,63.36,235.0
United Kingdom,15555.0,2011-04-17 13:43:00,550331.0,99.0,290.52,235.0
United Kingdom,13474.0,2011-04-17 13:53:00,550332.0,64.0,229.59,235.0
United Kingdom,15410.0,2011-04-17 14:05:00,550333.0,22.0,456.2000000000001,235.0
United Kingdom,17320.0,2011-04-17 14:09:00,550334.0,26.0,459.17999999999995,235.0
United Kingdom,15535.0,2011-04-17 14:36:00,550335.0,12.0,118.85000000000001,235.0
United Kingdom,13089.0,2011-04-17 14:55:00,550336.0,9.0,246.74,235.0
United Kingdom,18037.0,2011-04-17 15:29:00,550337.0,1.0,2.1,235.0
France,12413.0,2011-04-17 15:33:00,550338.0,4.0,84.65,235.0
United Kingdom,17697.0,2011-04-17 15:40:00,550339.0,19.0,338.95000000000005,235.0
United Kingdom,13695.0,2011-04-17 15:53:00,550340.0,5.0,71.42,235.0
United Kingdom,13018.0,2011-04-17 15:53:00,550341.0,19.0,365.36,235.0
United Kingdom,13018.0,2011-04-17 15:55:00,550342.0,25.0,391.67,235.0
United Kingdom,12971.0,2011-04-17 15:56:00,550343.0,5.0,174.6,235.0
Japan,12754.0,2011-04-18 09:00:00,550344.0,14.0,2949.12,235.0
United Kingdom,15304.0,2011-04-18 09:06:00,550345.0,1.0,51.0,235.0
United Kingdom,16639.0,2011-04-18 09:31:00,550346.0,14.0,308.2,235.0
United Kingdom,14227.0,2011-04-18 09:33:00,550347.0,17.0,282.94000000000005,235.0
United Kingdom,16947.0,2011-04-18 09:38:00,550348.0,21.0,406.48,235.0
United Kingdom,15491.0,2011-04-18 10:04:00,550350.0,46.0,837.9699999999998,235.0
United Kingdom,15491.0,2011-04-18 10:20:00,550351.0,14.0,184.48000000000002,235.0
United Kingdom,16719.0,2011-04-18 10:21:00,550352.0,28.0,225.72,235.0
Germany,13811.0,2011-04-18 10:28:00,550354.0,1.0,222.75,235.0
United Kingdom,16617.0,2011-04-18 10:35:00,550357.0,5.0,151.85000000000002,235.0
United Kingdom,17841.0,2011-04-18 10:41:00,550359.0,55.0,366.48,235.0
United Kingdom,14978.0,2011-04-18 10:55:00,550360.0,36.0,394.83000000000004,235.0
United Kingdom,13082.0,2011-04-18 11:10:00,550361.0,20.0,840.24,235.0
United Kingdom,13113.0,2011-04-18 11:13:00,550362.0,12.0,635.0,235.0
United Kingdom,16713.0,2011-04-18 11:29:00,550364.0,8.0,152.2,235.0
United Kingdom,13082.0,2011-04-18 11:45:00,550377.0,1.0,34.0,235.0
United Kingdom,17284.0,2011-04-18 11:53:00,550389.0,43.0,212.33999999999997,235.0
United Kingdom,16746.0,2011-04-18 11:59:00,550408.0,33.0,501.84,235.0
United Kingdom,16923.0,2011-04-18 12:14:00,550437.0,22.0,192.33,235.0
United Kingdom,15265.0,2011-04-18 12:16:00,550438.0,42.0,712.24,235.0
United Kingdom,18231.0,2011-04-18 12:17:00,550439.0,26.0,458.25,235.0
Belgium,12407.0,2011-04-18 12:25:00,550440.0,12.0,269.65999999999997,235.0
United Kingdom,13871.0,2011-04-18 12:36:00,550446.0,24.0,509.34000000000003,235.0
United Kingdom,16033.0,2011-04-18 12:36:00,550447.0,52.0,393.33,235.0
United Kingdom,16746.0,2011-04-18 12:42:00,550448.0,4.0,20.849999999999998,235.0
United Kingdom,15199.0,2011-04-18 12:45:00,550449.0,3.0,304.05,235.0
United Kingdom,15615.0,2011-04-18 12:47:00,550450.0,1.0,90.0,235.0
